time,Eco2,TVOC,pm10_env,pm10_standard,PM2.5,pm25_standard,pm100_env,pm100_standard,tem,CO2,Humidity_in,Temp_in,Temp_out,Dew Point,Humidity_out,Wind,Wind Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar,deltatemp
25/06/2021 08:30,400.9,1,13.1,13.1,18.6,18.6,19.2,19.2,27.42,2950.8,71.65,81.356,60.5,56.0 °F,85,WSW,0.9,0.9 mph,30.14 in,0.00 in,0.01 in,1,106.2 w/m²,20.856
25/06/2021 08:35,400.9,1,12.7,12.7,18.4,18.4,19.3,19.3,27.45,2966.7,71.69,81.41,60.7,56.3 °F,85,South,1,1.0 mph,30.14 in,0.00 in,0.01 in,1,83.5 w/m²,20.71
25/06/2021 08:40,400.9,1,13.3,13.3,17.9,17.9,18.2,18.2,27.47,2981.5,71.72,81.446,60.6,56.2 °F,85,WNW,1.1,1.1 mph,30.14 in,0.00 in,0.01 in,1,83.8 w/m²,20.846
25/06/2021 08:45,401,1,12.9,12.9,18.5,18.5,19,19,27.42,2989.9,71.71,81.356,60.7,56.2 °F,85,West,1.3,1.3 mph,30.14 in,0.00 in,0.01 in,1,82.1 w/m²,20.656
25/06/2021 08:50,400.9,1,12.3,12.3,17.4,17.4,18.2,18.2,27.41,3003.6,71.71,81.338,60.7,56.3 °F,86,WNW,1.4,1.4 mph,30.14 in,0.00 in,0.01 in,1,106.9 w/m²,20.638
25/06/2021 08:55,400.9,1,11.3,11.3,16.1,16.1,16.1,16.1,27.42,3007.9,71.69,81.356,60.6,56.2 °F,86,SW,2.6,2.6 mph,30.14 in,0.00 in,0.01 in,1,106.9 w/m²,20.756
25/06/2021 09:00,400.9,1,11.3,11.3,16.6,16.6,16.7,16.7,27.4,3016.7,71.63,81.32,60.8,56.3 °F,86,SW,1.6,1.6 mph,30.14 in,0.00 in,0.01 in,1,86.3 w/m²,20.52
25/06/2021 09:05,400.9,1,11.5,11.5,15.7,15.7,16,16,27.4,3016.6,71.6,81.32,60.8,56.4 °F,86,WSW,1.4,1.4 mph,30.15 in,0.00 in,0.01 in,1,76.6 w/m²,20.52
25/06/2021 09:10,400.9,1,11.6,11.6,15.8,15.8,16.7,16.7,27.4,3025.5,71.64,81.32,60.8,56.4 °F,86,WSW,1.4,1.4 mph,30.15 in,0.00 in,0.01 in,1,106.4 w/m²,20.52
25/06/2021 09:15,400.9,1,11.5,11.5,15.6,15.6,15.7,15.7,27.4,3027.9,71.69,81.32,60.9,56.5 °F,85,SW,1.2,1.2 mph,30.14 in,0.00 in,0.01 in,2,159.3 w/m²,20.42
25/06/2021 09:20,400.9,1,11.3,11.3,15.4,15.4,15.7,15.7,27.4,3028,71.74,81.32,61.1,56.6 °F,85,SW,1.8,1.8 mph,30.14 in,0.00 in,0.01 in,1,143.6 w/m²,20.22
25/06/2021 09:25,400.9,1,11,11,15.5,15.5,15.8,15.8,27.41,3036.5,71.84,81.338,61.4,56.7 °F,85,SW,1.8,1.8 mph,30.14 in,0.00 in,0.01 in,1,143.1 w/m²,19.938
25/06/2021 09:30,400.9,1,10.8,10.8,14.7,14.7,15.2,15.2,27.4,3043.3,71.9,81.32,61.6,56.6 °F,84,South,1.9,1.9 mph,30.14 in,0.00 in,0.01 in,1,111.7 w/m²,19.72
25/06/2021 09:35,400.9,1,10,10,14.1,14.1,14.3,14.3,27.4,3050.7,71.91,81.32,61.5,56.5 °F,84,South,1.7,1.7 mph,30.13 in,0.00 in,0.01 in,2,195.4 w/m²,19.82
25/06/2021 09:40,400.9,1,11.5,11.5,16.4,16.4,16.5,16.5,27.4,3055.6,72.02,81.32,61.6,56.5 °F,84,SSW,1.6,1.6 mph,30.13 in,0.00 in,0.01 in,3,250.8 w/m²,19.72
25/06/2021 09:45,400.9,1,10.1,10.1,14.9,14.9,15.3,15.3,27.4,3061.8,72.03,81.32,61.9,56.5 °F,83,SSW,2,2.0 mph,30.13 in,0.00 in,0.01 in,2,235.9 w/m²,19.42
25/06/2021 09:50,401,1,10.3,10.3,14.3,14.3,14.6,14.6,27.4,3059.3,71.93,81.32,62.3,56.5 °F,82,SW,1.8,1.8 mph,30.13 in,0.00 in,0.01 in,4,362 w/m²,19.02
25/06/2021 09:55,400.9,1,9.9,9.9,14.1,14.1,15,15,27.4,3050.8,71.83,81.32,62.8,56.6 °F,81,SE,1.5,1.5 mph,30.12 in,0.00 in,0.01 in,4,497.8 w/m²,18.52
25/06/2021 10:00,400.9,1,9.9,9.9,13.9,13.9,14.1,14.1,27.4,3029.1,71.63,81.32,63.6,57.1 °F,79,NE,1.6,1.6 mph,30.13 in,0.00 in,0.01 in,4,497.8 w/m²,17.72
25/06/2021 10:05,400.9,1,9.6,9.6,13.6,13.6,13.8,13.8,27.4,3003.2,71.5,81.32,63.7,57.0 °F,79,SSW,2.2,2.3 mph,30.13 in,0.00 in,0.01 in,4,409.5 w/m²,17.62
25/06/2021 10:10,400.9,1,8.8,8.8,12.6,12.6,12.8,12.8,27.4,2991.8,71.55,81.32,63.8,57.0 °F,79,WNW,1.7,1.7 mph,30.13 in,0.00 in,0.01 in,3,295.9 w/m²,17.52
25/06/2021 10:15,400.9,1,8.9,8.9,12.7,12.7,12.9,12.9,27.4,2997.6,71.61,81.32,63.9,57.1 °F,79,WNW,1.5,1.5 mph,30.13 in,0.00 in,0.01 in,2,234.8 w/m²,17.42
25/06/2021 10:20,400.9,1,8.1,8.1,11.3,11.3,11.4,11.4,27.4,2991.6,71.58,81.32,63.8,57.0 °F,79,South,2.1,2.1 mph,30.13 in,0.00 in,0.01 in,3,273 w/m²,17.52
25/06/2021 10:25,400.9,1,9.3,9.3,12.5,12.5,12.9,12.9,27.4,2991.9,71.51,81.32,63.9,56.9 °F,78,SSW,1.5,1.5 mph,30.13 in,0.00 in,0.01 in,3,275.7 w/m²,17.42
25/06/2021 10:30,400.9,1,8.6,8.6,11.8,11.8,12.2,12.2,27.4,2987.5,71.45,81.32,64,56.8 °F,78,West,1.5,1.5 mph,30.13 in,0.00 in,0.01 in,3,263.7 w/m²,17.32
25/06/2021 10:35,400.9,1,8.7,8.7,12.1,12.1,12.5,12.5,27.4,2980.4,71.36,81.32,64.4,56.6 °F,76,WSW,1,1.0 mph,30.13 in,0.00 in,0.01 in,2,238.8 w/m²,16.92
25/06/2021 10:40,400.9,1,8.7,8.7,12.2,12.2,12.8,12.8,27.4,2979.7,71.29,81.32,64.5,56.6 °F,76,SW,1.6,1.6 mph,30.13 in,0.00 in,0.01 in,2,242.9 w/m²,16.82
25/06/2021 10:45,400.9,1,8.5,8.5,11.2,11.2,11.4,11.4,27.4,2984.1,71.29,81.32,64.5,56.4 °F,75,WSW,1.4,1.4 mph,30.13 in,0.00 in,0.01 in,2,242.9 w/m²,16.82
25/06/2021 10:50,401,1,8.4,8.4,12.6,12.6,12.7,12.7,27.4,2988.3,71.22,81.32,64.8,56.6 °F,75,SW,2.2,2.2 mph,30.13 in,0.00 in,0.01 in,3,262 w/m²,16.52
25/06/2021 10:55,400.9,1,8,8,11,11,11.3,11.3,27.4,2989.2,71.24,81.32,65.2,57.0 °F,75,SSE,1.8,1.8 mph,30.12 in,0.00 in,0.01 in,3,250.9 w/m²,16.12
25/06/2021 11:00,400.9,0.9,7.9,7.9,10.4,10.4,10.8,10.8,27.4,3001,71.3,81.32,65.1,56.9 °F,75,East,1.1,1.1 mph,30.12 in,0.00 in,0.01 in,2,167.5 w/m²,16.22
25/06/2021 11:05,400.9,1,8.2,8.2,10.9,10.9,10.9,10.9,27.4,3006.7,71.3,81.32,65.2,56.5 °F,73,SE,1.4,1.4 mph,30.12 in,0.00 in,0.01 in,2,190.9 w/m²,16.12
25/06/2021 11:10,400.9,1,7.7,7.7,11.2,11.2,11.5,11.5,27.4,3003.9,71.29,81.32,65,56.2 °F,74,NE,1.7,1.7 mph,30.13 in,0.00 in,0.01 in,5,409.7 w/m²,16.32
25/06/2021 11:15,400.9,1,6.9,6.9,10.2,10.2,10.8,10.8,27.4,3003.7,71.22,81.32,65,55.7 °F,72,SW,2.3,2.4 mph,30.13 in,0.00 in,0.01 in,5,409.7 w/m²,16.32
25/06/2021 11:20,400.9,1,7.8,7.8,11,11,11,11,27.4,3014,71.21,81.32,65.2,55.4 °F,71,WSW,2.5,2.6 mph,30.12 in,0.00 in,0.01 in,9,895.5 w/m²,16.12
25/06/2021 11:25,400.9,1,7.8,7.8,10.4,10.4,10.5,10.5,27.4,3022.7,71.2,81.32,65.8,55.3 °F,69,,1.7,1.8 mph,30.13 in,0.00 in,0.01 in,4,379.4 w/m²,15.52
25/06/2021 11:30,400.9,1,7.3,7.3,9.5,9.5,10,10,27.4,3015,71.13,81.32,66.3,55.7 °F,69,NW,1.9,2.0 mph,30.13 in,0.00 in,0.01 in,4,340.1 w/m²,15.02
25/06/2021 11:35,400.9,1,6.3,6.3,9.4,9.4,9.4,9.4,27.4,3008.8,71.1,81.32,66.3,55.4 °F,68,WNW,2,2.0 mph,30.12 in,0.00 in,0.01 in,10,943.5 w/m²,15.02
25/06/2021 11:40,400.9,1,7.2,7.2,9.6,9.6,10.7,10.7,27.4,3005.6,71.08,81.32,66.8,55.0 °F,66,SSW,2.1,2.1 mph,30.12 in,0.00 in,0.01 in,12,988.6 w/m²,14.52
25/06/2021 11:45,400.9,1,6.7,6.7,9.1,9.1,9.7,9.7,27.4,3011.6,71.15,81.32,68,55.5 °F,64,South,1.5,1.6 mph,30.12 in,0.00 in,0.01 in,11,994.1 w/m²,13.32
25/06/2021 11:50,401,1,6.1,6.1,9.7,9.7,10,10,27.4,3047.1,71.28,81.32,68.9,55.9 °F,63,NW,2.7,2.8 mph,30.12 in,0.00 in,0.01 in,11,961.8 w/m²,12.42
25/06/2021 11:55,400.9,1,6.6,6.6,8.5,8.5,8.5,8.5,27.42,3055,71.22,81.356,68.9,55.2 °F,62,SSW,3.4,3.7 mph,30.12 in,0.00 in,0.01 in,10,1022.3 w/m²,12.456
25/06/2021 12:00,400.9,1,5.9,5.9,8.1,8.1,8.1,8.1,27.48,3032.2,71.04,81.464,67.6,55.6 °F,66,NW,5.2,5.5 mph,30.12 in,0.00 in,0.01 in,4,521.9 w/m²,13.864
25/06/2021 12:05,400.9,1,6.5,6.5,9.6,9.6,9.7,9.7,27.48,3000,71.07,81.464,66.1,55.4 °F,69,NNW,3.9,4.2 mph,30.12 in,0.00 in,0.01 in,2,244.6 w/m²,15.364
25/06/2021 12:10,400.9,1,5.8,5.8,8,8,8.5,8.5,27.5,2993.1,71.15,81.5,65.9,55.3 °F,69,NNW,4.4,4.7 mph,30.12 in,0.00 in,0.01 in,3,229 w/m²,15.6
25/06/2021 12:15,400.9,1,6,6,8.4,8.4,8.6,8.6,27.5,2981.133333,71.13,81.5,66.1,54.9 °F,67,WNW,2.6,2.6 mph,30.12 in,0.00 in,0.01 in,10,866.3 w/m²,15.4
25/06/2021 12:20,400.9,1,5.8,5.8,8,8,8.2,8.2,27.51,2959.5,71.08,81.518,66.8,54.4 °F,65,West,2.7,2.8 mph,30.12 in,0.00 in,0.01 in,7,653.8 w/m²,14.718
25/06/2021 12:25,400.9,1,6,6,8,8,8,8,27.55,2915.3,70.69,81.59,67.2,54.0 °F,63,WNW,2.7,2.8 mph,30.12 in,0.00 in,0.01 in,4,455.2 w/m²,14.39
25/06/2021 12:30,400.9,1,6,6,7.7,7.7,7.8,7.8,27.56,2856.2,70.35,81.608,67.6,54.3 °F,63,NNW,2,2.0 mph,30.11 in,0.00 in,0.01 in,2,228.5 w/m²,14.008
25/06/2021 12:35,400.9,1,5.6,5.6,7.8,7.8,7.9,7.9,27.53,2865,70.23,81.554,67.6,54.6 °F,63,NNW,2.8,3.0 mph,30.12 in,0.00 in,0.01 in,2,217.1 w/m²,13.954
25/06/2021 12:40,400.9,1,6,6,8.5,8.5,9.3,9.3,27.57,2898.2,70.21,81.626,67,54.4 °F,64,NNW,3.3,3.4 mph,30.11 in,0.00 in,0.01 in,4,361 w/m²,14.626
25/06/2021 12:45,400.9,1,5.4,5.4,6.9,6.9,7,7,27.6,2913.4,70.13,81.68,67.4,53.6 °F,61,NW,2.5,2.6 mph,30.11 in,0.00 in,0.01 in,6,603.3 w/m²,14.28
25/06/2021 12:50,401,1,21,21,21.5,21.5,26.66666667,26.66666667,27.51,2881.2,70.86,81.518,68.3,53.0 °F,58,NNW,1.7,1.7 mph,30.11 in,0.00 in,0.01 in,7,618.3 w/m²,13.218
25/06/2021 12:55,3119.75,0,16.625,17.375,23.5,24,27.375,24.75,27.47,2871,70.77,81.446,69.2,53.0 °F,56,NW,2.5,2.6 mph,30.10 in,0.00 in,0.01 in,8,827.1 w/m²,12.246
25/06/2021 13:00,1727.7,0,15.2,15.4,23.9,24,21.3,23.7,27.52,2887.4,70.65,81.536,69.5,52.7 °F,55,,3.1,3.3 mph,30.11 in,0.00 in,0.01 in,8,827.1 w/m²,12.036
25/06/2021 13:05,400,0,11.6,11.6,18,18,19.4,19.5,27.62,2904,70.5,81.716,69,53.1 °F,57,NNW,2.3,2.3 mph,30.10 in,0.00 in,0.01 in,5,532.5 w/m²,12.716
25/06/2021 13:10,400,0,11.8,11.8,18,18,19,19.6,27.72,2918,70.09,81.896,69,53.9 °F,59,NNW,2.1,2.2 mph,30.11 in,0.00 in,0.01 in,3,327.3 w/m²,12.896
25/06/2021 13:15,400,0,10.6,10.6,15.3,15.3,15.4,15.7,27.79,2924.6,69.68,82.022,67.9,54.2 °F,62,NNW,4.2,4.5 mph,30.11 in,0.00 in,0.01 in,9,909.1 w/m²,14.122
25/06/2021 13:20,400,0,10.3,10.3,14.5,14.5,15.3,15.1,27.8,2938.4,69.47,82.04,67.5,53.8 °F,62,NNW,4.6,4.9 mph,30.11 in,0.00 in,0.01 in,9,909.1 w/m²,14.54
25/06/2021 13:25,400,0,10,10,14.7,14.7,15.7,15.7,27.89,2962.7,69.37,82.202,68,53.2 °F,59,NW,4.9,5.3 mph,30.11 in,0.00 in,0.01 in,9,805.3 w/m²,14.202
25/06/2021 13:30,400,0,9.7,9.7,13.9,13.9,16,16,27.9,2972.4,69.21,82.22,68.5,52.8 °F,58,NW,4,4.2 mph,30.11 in,0.00 in,0.01 in,10,885.8 w/m²,13.72
25/06/2021 13:35,400,0,9.6,9.6,14.9,14.9,15,15.1,27.95,2947.2,68.93,82.31,68.8,53.3 °F,58,NNW,4,4.2 mph,30.11 in,0.00 in,0.01 in,9,858 w/m²,13.51
25/06/2021 13:40,400,0,8.6,8.6,12.8,12.8,13,13.2,27.95,2905.9,68.55,82.31,68.2,53.5 °F,60,NW,4,4.3 mph,30.11 in,0.00 in,0.01 in,10,1017.5 w/m²,14.11
25/06/2021 13:45,400,0,9,9,14.1,14.1,15.8,15.6,27.99,2887.1,68.29,82.382,67.9,52.8 °F,59,NNW,4.5,4.9 mph,30.11 in,0.00 in,0.01 in,10,1050.9 w/m²,14.482
25/06/2021 13:50,400,0,9.3,9.3,13.2,13.2,13.5,13.6,28,2886.4,68.2,82.4,68.3,52.1 °F,56,NNW,4.2,4.5 mph,30.10 in,0.00 in,0.01 in,7,778.5 w/m²,14.1
25/06/2021 13:55,400,0,8.4,8.4,12,12,12.6,12.5,28,2897.1,68.26,82.4,69.1,52.0 °F,55,NNE,1.6,1.6 mph,30.10 in,0.00 in,0.01 in,4,372.7 w/m²,13.3
25/06/2021 14:00,400,0,8.8,8.8,11.8,11.8,11.9,12,28,2906.4,68.28,82.4,68.8,51.9 °F,55,NNW,2.2,2.4 mph,30.10 in,0.00 in,0.01 in,4,398.8 w/m²,13.6
25/06/2021 14:05,400,0,7.9,7.9,11.8,11.8,12.1,12.3,28,2907.7,68.21,82.4,69,52.2 °F,55,ESE,1.4,1.4 mph,30.11 in,0.00 in,0.01 in,4,386.7 w/m²,13.4
25/06/2021 14:10,400,0,7.6,7.6,12.1,12.1,13.1,12.8,27.99,2922.5,68.26,82.382,69.4,52.4 °F,55,West,2.9,3.0 mph,30.11 in,0.00 in,0.01 in,3,301.5 w/m²,12.982
25/06/2021 14:15,400,0,8.2,8.2,11.1,11.1,11.6,11.5,28,2951.5,68.28,82.4,68.4,52.1 °F,56,NW,3.1,3.2 mph,30.11 in,0.00 in,0.01 in,3,274.2 w/m²,14
25/06/2021 14:20,400,0,8.1,8.1,11.9,11.9,11.6,12.1,28,2952.5,68.21,82.4,68.6,52.0 °F,56,NNW,3.5,3.7 mph,30.11 in,0.00 in,0.01 in,3,259.6 w/m²,13.8
25/06/2021 14:25,400,0,7.6,7.6,9.9,9.9,10.4,10.2,28,2954.9,68.33,82.4,68.4,51.6 °F,55,NNW,4.1,4.4 mph,30.11 in,0.00 in,0.01 in,3,345.6 w/m²,14
25/06/2021 14:30,400,0,7.3,7.3,10,10,10.7,10.6,27.99,2980.1,68.53,82.382,69,51.5 °F,54,NW,1.6,1.6 mph,30.10 in,0.00 in,0.01 in,4,376.8 w/m²,13.382
25/06/2021 14:35,400,0,7.3,7.3,10.2,10.2,10.3,10.6,28,3000,68.71,82.4,69.7,51.4 °F,52,West,2,2.1 mph,30.10 in,0.00 in,0.01 in,4,376.2 w/m²,12.7
25/06/2021 14:40,400,0,7,7,9.3,9.3,9.7,9.5,28.01,3019.8,68.8,82.418,69.4,51.0 °F,52,SW,2.1,2.1 mph,30.10 in,0.00 in,0.01 in,4,369.2 w/m²,13.018
25/06/2021 14:45,400,0,6.9,6.9,9.5,9.5,9.8,10,28.02,3039.966667,68.85333333,82.436,69.4,51.1 °F,52,NNW,3.4,3.6 mph,30.11 in,0.00 in,0.01 in,4,365.9 w/m²,13.036
25/06/2021 14:50,400,0,6.6,6.6,9.8,9.8,10.7,10.4,28.03,3055.9,68.95,82.454,68.7,50.5 °F,52,NNW,4.7,5.0 mph,30.11 in,0.00 in,0.01 in,3,287.9 w/m²,13.754
25/06/2021 14:55,400,0,6.8,6.8,9.6,9.6,9.3,9.6,28.04,3066.8,68.97,82.472,68.6,49.8 °F,51,NNW,2.9,3.0 mph,30.10 in,0.00 in,0.01 in,3,338.3 w/m²,13.872
25/06/2021 15:00,400,0,6.9,6.9,9.3,9.3,9.5,9.4,28.07,3081.4,69,82.526,68.9,49.8 °F,51,,2.8,2.9 mph,30.10 in,0.00 in,0.01 in,4,370.4 w/m²,13.626
25/06/2021 15:05,400,0,7.2,7.2,9.9,9.9,10.5,10.4,28.09,3105.5,69,82.562,69.3,50.1 °F,51,NW,1.9,1.9 mph,30.10 in,0.00 in,0.01 in,4,352.3 w/m²,13.262
25/06/2021 15:10,400,0,7.2,7.2,10.3,10.3,11.1,10.7,28.1,3145.5,69.26,82.58,69.3,50.5 °F,51,NNW,4.1,4.4 mph,30.10 in,0.00 in,0.01 in,4,378.6 w/m²,13.28
25/06/2021 15:15,400,0,6.6,6.6,9.3,9.3,9.4,9.6,28.13,3167.8,69.63,82.634,69.2,51.0 °F,52,NNW,2,2.0 mph,30.10 in,0.00 in,0.01 in,4,391 w/m²,13.434
25/06/2021 15:20,400,0,6.8,6.8,9.6,9.6,10.4,10.1,28.22,3171.6,70,82.796,69.6,51.5 °F,53,NW,2.7,2.8 mph,30.11 in,0.00 in,0.01 in,4,380 w/m²,13.196
25/06/2021 15:25,400,0,7.3,7.3,9.8,9.8,11,10.2,28.3,3191,70.57,82.94,69.4,51.5 °F,53,NNW,3,3.2 mph,30.11 in,0.00 in,0.01 in,4,337.3 w/m²,13.54
25/06/2021 15:30,400,0,18.6,19.2,25.1,25.3,27.5,25.7,28.45,3214.3,73.2,83.21,69.6,50.6 °F,51,,2.1,2.1 mph,30.10 in,0.00 in,0.01 in,4,352.1 w/m²,13.61
25/06/2021 15:35,400,0,26.6,32.7,36.8,42.3,43.1,42.5,28.7,3254.9,78.43,83.66,70.3,50.2 °F,49,NE,1.6,1.6 mph,30.10 in,0.00 in,0.01 in,4,315.9 w/m²,13.36
25/06/2021 15:40,400,0,31.5,43.6,42.5,53.3,49.3,53.7,29.02,3275.3,84.46,84.236,71,50.5 °F,49,SSW,3.2,3.4 mph,30.10 in,0.00 in,0.01 in,4,276.5 w/m²,13.236
25/06/2021 15:45,400,0,27.1,33.5,36.1,40.6,41,41.5,29.36,3281.4,88.65,84.848,69.3,50.9 °F,52,NNW,4.1,4.3 mph,30.10 in,0.00 in,0.01 in,3,257.4 w/m²,15.548
25/06/2021 15:50,400,0,23.5,26.8,31.7,33.4,33.8,33.9,29.53,3256,87.8,85.154,69.6,50.6 °F,51,,2.1,2.2 mph,30.09 in,0.00 in,0.01 in,3,251.5 w/m²,15.554
25/06/2021 15:55,400,0,22.4,25,30.9,32.2,31.6,32.5,29.56,3281.6,87.93,85.208,69.8,50.5 °F,51,South,2,2.0 mph,30.09 in,0.00 in,0.01 in,3,211.9 w/m²,15.408
25/06/2021 16:00,400,0,19.7,20.2,27,27,27.2,27.2,29.5,3326.8,87.47,85.1,69.7,50.3 °F,50,SSW,2.9,2.9 mph,30.09 in,0.00 in,0.01 in,5,539.8 w/m²,15.4
25/06/2021 16:05,400,0,17.6,17.6,23.3,23.3,23.3,24.1,29.42,3372.4,87.1,84.956,69.8,50.0 °F,50,SW,1.8,1.9 mph,30.09 in,0.00 in,0.01 in,8,727.9 w/m²,15.156
25/06/2021 16:10,400,0,15.3,15.3,20.1,20.1,20.5,20.6,29.33,3401.4,86.9,84.794,70.1,50.7 °F,50,NW,2,2.0 mph,30.09 in,0.00 in,0.01 in,3,233.8 w/m²,14.694
25/06/2021 16:15,400,0,14.1,14.1,18,18,18.2,18.5,29.27,3408.1,86.66,84.686,70.2,50.5 °F,50,SSE,0.8,0.8 mph,30.09 in,0.00 in,0.01 in,4,426.9 w/m²,14.486
25/06/2021 16:20,400,0,12.4,12.4,16.2,16.2,17.3,16.6,29.2,3404.6,86.13,84.56,70.5,50.5 °F,49,South,1.3,1.3 mph,30.09 in,0.00 in,0.01 in,3,357.9 w/m²,14.06
25/06/2021 16:25,400,0,57.5,85.4,77,112.9,104.5,115,29.2,3409.5,86.15,84.56,70.5,50.3 °F,49,WNW,1.2,1.2 mph,30.09 in,0.00 in,0.01 in,4,413.6 w/m²,14.06
25/06/2021 16:30,400,0,254.8,383.4,336.7,505.8,354.3,516.3,29.31,3413.4,87.52,84.758,70.7,50.1 °F,48,WNW,1.4,1.4 mph,30.08 in,0.00 in,0.01 in,5,576.5 w/m²,14.058
25/06/2021 16:35,400,0,296.2,445.3,401,602.6,420.3,610,29.48,3440.3,88.59,85.064,71.6,50.5 °F,48,SW,2,2.0 mph,30.08 in,0.00 in,0.01 in,6,719.5 w/m²,13.464
25/06/2021 16:40,400,0,392.1,589.1,746,1120,867.1,1224.2,29.68,3464.4,88.97,85.424,72.1,50.2 °F,46,South,1.9,1.9 mph,30.08 in,0.00 in,0.01 in,5,708.7 w/m²,13.324
25/06/2021 16:45,400,0,409.9,616,846.8,1271.2,937.8,1420.8,29.9,3470.7,90.37,85.82,71,50.3 °F,48,SSW,2.5,2.6 mph,30.08 in,0.00 in,0.01 in,3,288.1 w/m²,14.82
25/06/2021 16:50,400,0,403.8,606.9,780.6,1172,855.7,1294.4,30.13,3454.6,91.2,86.234,70.4,49.9 °F,48,South,3.1,3.2 mph,30.08 in,0.00 in,0.01 in,3,198.3 w/m²,15.834
25/06/2021 16:55,400,0,397,596.4,753,1130.6,823.9,1250.6,30.31,3460.3,91.51,86.558,69.9,49.8 °F,49,West,2.1,2.1 mph,30.07 in,0.00 in,0.01 in,2,169 w/m²,16.658
